Brand,Model,Variant,Manufacturing_Year,Driven_Kilometer,Fuel,Number of Owner,Location,Price
Maruti,Baleno,ALPHA 1.2 K12 ,2015,65636,Petrol,1,New Delhi,559999
Hyundai,i10,MAGNA 1.2 KAPPA VTVT ,2018,43049,Petrol,1,New Delhi,496699
Mahindra,3OO,1.2 W6 MT,2020,22100,Petrol,1,New Delhi,818399
Maruti,PRESSO,VXI PLUS ,2021,4409,Petrol,1,New Delhi,491899
MG,HECTOR,SHARP DCT PETROL ,2020,34236,Petrol,1,New Delhi,1737199
Hyundai,Xcent,S 1.2 ,2015,41535,Petrol,1,New Delhi,449799
Hyundai,SANTRO,SPORTZ 1.1 ,2019,28943,Petrol,1,New Delhi,495799
Maruti,Baleno,ZETA 1.2 K12 ,2016,52677,Petrol,1,New Delhi,566199
Mahindra,Kuv100,K8 5 STR ,2016,71116,Petrol,1,New Delhi,353499
Ford,Ecosport,1.5 TITANIUM TI VCT ,2018,89846,CNG,1,New Delhi,719499
Renault,Kwid,CLIMBER 1.0 AT ,2017,55432,Petrol,1,New Delhi,356499
Audi,Q3,2.0 TDI MT S EDITION ,2014,93844,Diesel,1,New Delhi,1037699
Maruti,Alto,LXI CNG ,2021,30016,CNG,1,New Delhi,495599
Maruti,Ciaz,ALPHA 1.5 MT VTVT SHVS ,2021,9758,Petrol,1,New Delhi,1134299
Hyundai,i20,Magna Executive 1.2 ,2018,44077,Petrol,2,New Delhi,546899
Maruti,Wagon R 1.0,VXI PLUS ,2018,60264,Petrol,2,New Delhi,425299
Honda,WR-V,1.2 i-VTEC VX MT ,2017,68354,Petrol,1,New Delhi,709899
Hyundai,i10,MAGNA 1.2 KAPPA VTVT ,2016,66329,Petrol,1,New Delhi,438999
Hyundai,i10,Sportz(O) 1.2 MT ,2017,63766,Petrol,1,New Delhi,521399
Maruti,Alto,VXI PLUS ,2021,15460,Petrol,1,New Delhi,424399
Hyundai,i20,SPORTZ 1.2 ,2016,46473,Petrol,2,New Delhi,547799
Maruti,Brezza,ZDI PLUS ,2019,30973,Diesel,1,New Delhi,959699
Maruti,Baleno,ZETA 1.2 K12 CVT ,2021,14407,Petrol,1,New Delhi,942499
Maruti,Alto,LXI ,2019,71314,Petrol,1,New Delhi,321699
Mahindra,XUV500,W8 FWD AT ,2017,90501,Diesel,1,New Delhi,1125299
Toyota,YARIS,J CVT ,2019,13618,Petrol,1,New Delhi,905999
Hyundai,i10,Sportz(O) 1.2 MT ,2017,34652,Petrol,1,New Delhi,523899
Maruti,K10,VXI ,2018,33837,Petrol,1,New Delhi,374899
Maruti,Celerio,VXI ,2019,34338,CNG,1,New Delhi,511899
Maruti,Baleno,ALPHA 1.2 K12 ,2019,38490,Petrol,1,New Delhi,665899
Maruti,Baleno,DELTA 1.2 K12 ,2018,35245,Petrol,1,New Delhi,572399
Hyundai,Active,1.2 S ,2015,70259,Petrol,1,New Delhi,541299
Maruti,Wagon-R,ZXI 1.2 ,2019,38889,Petrol,1,New Delhi,506699
Hyundai,i10,Sportz(O) 1.2 MT ,2017,42016,Petrol,2,New Delhi,471299
Maruti,Baleno,DELTA 1.2 K12 ,2019,45522,Petrol,1,New Delhi,662399
Maruti,K10,VXI ,2019,11145,Petrol,1,New Delhi,413599
Audi,A3,35TDI PREMIUM ,2014,91772,Diesel,2,New Delhi,1348599
Honda,City,VX CVT PETROL ,2020,31419,Petrol,1,New Delhi,1264699
Honda,City,VX MT DIESEL ,2016,49653,Diesel,1,New Delhi,675099
Hyundai,i10,ASTA 1.2 (O) VTVT ,2017,49271,Petrol,3,New Delhi,452899
Hyundai,Creta,1.6 S ,2015,71587,Petrol,1,New Delhi,805499
Maruti,Baleno,ZETA 1.2 K12 ,2016,59676,Petrol,1,New Delhi,559099
Ford,Ecosport,1.5 TITANIUM TI VCT AT ,2020,12333,Petrol,1,New Delhi,1056849
Mahindra,Thar,CRDE 4X4 BS IV ,2018,19767,Diesel,1,New Delhi,876399
Hyundai,NIOS,SPORTZ 1.2 AT ,2019,32873,Petrol,1,New Delhi,725799
Toyota,YARIS,G MT ,2021,27388,Petrol,1,New Delhi,984099
Ford,Ecosport,1.5 TITANIUM TI VCT AT ,2017,39026,Petrol,2,New Delhi,717099
Maruti,Brezza,VDI ,2019,41437,Diesel,1,New Delhi,796599
Maruti,Brezza,ZDI ,2016,26786,Diesel,1,New Delhi,655399
Maruti,Swift,VXI ,2014,61811,Petrol,2,New Delhi,370299
Maruti,Baleno,DELTA 1.2 K12 ,2019,28920,Petrol,2,New Delhi,639799
Hyundai,i20,MAGNA 1.4 CRDI ,2015,53859,Diesel,2,New Delhi,428399
Audi,A3,2.0 TDI PREMIUM ,2014,52439,Diesel,1,New Delhi,1263899
Maruti,Baleno,DELTA 1.2 K12 ,2018,50712,Petrol,1,New Delhi,595899
Mahindra,3OO,W8(O) ,2019,68515,Diesel,2,New Delhi,897899
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2017,79292,Petrol,1,New Delhi,486349
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2016,68268,Petrol,1,New Delhi,458799
Maruti,Alto,LXI OPT ,2021,5145,Petrol,1,New Delhi,407699
Maruti,IGNIS,DELTA 1.2 K12 AMT ,2018,44161,Petrol,1,New Delhi,567899
Maruti,Brezza,VDI ,2018,49770,Diesel,2,New Delhi,725399
Renault,Duster,85 PS RXE ,2014,159515,Diesel,1,New Delhi,383499
Ford,Ecosport,1.5 TREND TDCI ,2013,33832,Diesel,2,New Delhi,420199
Maruti,Baleno,DELTA 1.2 K12 ,2016,60820,Petrol,1,New Delhi,539899
Hyundai,i10,Magna 1.2 AT VTVT ,2017,37536,Petrol,1,New Delhi,521299
Maruti,Ciaz,DELTA 1.3 DDIS SHVS ,2017,55856,Diesel,1,New Delhi,635899
Maruti,Baleno,ZETA 1.2 K12 ,2019,32387,Petrol,1,New Delhi,702399
Maruti,Ciaz,VXI PLUS ,2016,99521,Petrol,1,New Delhi,569299
Toyota,YARIS,J MT ,2021,8461,Petrol,1,New Delhi,1161299
Maruti,K10,VXI ,2018,26096,Petrol,1,New Delhi,362199
Hyundai,Creta,1.6 SX CRDI ,2018,40640,Diesel,1,New Delhi,1028899
Maruti,Ritz,VDI ,2015,60623,Diesel,1,New Delhi,366399
Hyundai,Creta,1.6 S ,2015,85073,Petrol,2,New Delhi,736499
Maruti,Baleno,ZETA 1.2 K12 ,2019,80741,Petrol,2,New Delhi,569099
Hyundai,Creta,1.4 E PLUS CRDI ,2018,88168,Diesel,1,New Delhi,887499
Maruti,Baleno,DELTA 1.2 K12 ,2017,64181,Petrol,1,New Delhi,509599
Maruti,Baleno,DELTA 1.2 K12 ,2019,65626,Petrol,1,New Delhi,612699
Maruti,Swift,VXI AMT ,2019,36424,Petrol,1,New Delhi,686099
Hyundai,i20,MAGNA 1.2 ,2016,91310,Petrol,1,New Delhi,507699
Audi,A3,35TDI PREMIUM ,2014,34148,Diesel,2,New Delhi,1317299
Maruti,Alto,VXI ,2020,14443,Petrol,1,New Delhi,387699
Hyundai,i20,SPORTZ 1.4 ,2015,94365,Diesel,3,New Delhi,396799
Maruti,Brezza,ZDI ,2019,41077,Diesel,1,New Delhi,866099
Mahindra,Scorpio,S5 ,2018,56538,Diesel,1,New Delhi,1046899
Maruti,Baleno,ZETA 1.2 K12 ,2017,45448,Petrol,1,New Delhi,529399
Maruti,800,LXI ,2018,35617,Petrol,1,New Delhi,307099
Maruti,Baleno,ALPHA 1.2 K12 ,2018,37949,Petrol,1,New Delhi,684199
Maruti,Ritz,LXI ,2011,78068,Petrol,2,New Delhi,233899
Maruti,K10,VXI ,2018,42317,Petrol,1,New Delhi,378599
Maruti,Brezza,VDI ,2019,24670,Diesel,2,New Delhi,778999
Maruti,Baleno,DELTA 1.2 K12 AT ,2020,33503,Petrol,1,New Delhi,773949
Mahindra,3OO,1.2 W6 MT,2021,8928,Petrol,2,New Delhi,962499
Maruti,Alto,VXI ,2020,37480,Petrol,1,New Delhi,378699
Maruti,Baleno,DELTA 1.2 K12 ,2016,49092,Petrol,1,New Delhi,525199
Maruti,Baleno,ALPHA 1.2 K12 ,2017,44978,Petrol,1,New Delhi,616999
Maruti,Brezza,VDI ,2018,28057,Diesel,1,New Delhi,720899
Hyundai,Creta,1.6 CRDI SX PLUS AUTO ,2018,79950,Diesel,2,New Delhi,1000999
Ford,Ecosport,1.5 TITANIUM TI VCT AT ,2017,18977,Petrol,1,New Delhi,784199
Maruti,Ciaz,ZDI+ SHVS ,2017,57281,Diesel,2,New Delhi,643799
Ford,Ecosport,1.5TITANIUM TDCI ,2018,33438,Diesel,1,New Delhi,817599
Audi,Q3,35 TDI Quattro ,2015,52533,Diesel,1,New Delhi,1486499
Hyundai,Verna,FLUIDIC 1.6 SX CRDI ,2013,33450,Diesel,1,New Delhi,450499
Maruti,K10,VXI ,2019,38225,Petrol,1,New Delhi,358799
Maruti,PRESSO,VXI PLUS ,2020,14860,Petrol,1,New Delhi,455999
Maruti,PRESSO,VXI PLUS ,2021,14050,Petrol,1,New Delhi,472199
Maruti,Alto,LXI CNG ,2021,21829,CNG,1,New Delhi,520399
Maruti,Brezza,ZDI PLUS ,2016,36809,Diesel,1,New Delhi,665199
Maruti,Brezza,VDI ,2016,38247,Diesel,1,New Delhi,640199
Mahindra,Scorpio,S10 ,2016,43901,Diesel,1,New Delhi,1132999
Maruti,Baleno,ZETA 1.2 K12 ,2016,61060,Petrol,1,New Delhi,535499
Maruti,XL6,ALPHA SHVS MT ,2019,38885,Petrol,1,New Delhi,978599
Maruti,Swift,VXI ,2018,56195,Petrol,1,New Delhi,529299
Maruti,Ciaz,DELTA 1.3 DDIS SHVS ,2017,68471,Diesel,1,New Delhi,608499
Maruti,PRESSO,VXI PLUS ,2020,19193,Petrol,1,New Delhi,426699
Mahindra,Scorpio,S10 ,2015,43954,Diesel,1,New Delhi,1004399
Maruti,Baleno,ZETA 1.2 K12 ,2017,57436,Petrol,1,New Delhi,560499
Maruti,Baleno,DELTA 1.2 K12 ,2017,42903,Petrol,1,New Delhi,529099
Ford,Ecosport,1.5 TDCI TITANIUM PLUS ,2017,42349,Diesel,1,New Delhi,648999
Audi,Q3,35TDI PREMIUM ,2016,87052,Diesel,1,New Delhi,1800399
Maruti,Alto,VXI ,2020,18261,Petrol,1,New Delhi,395899
Audi,A6,2.0 TDI TECHNOLOGY ,2015,77281,Diesel,2,New Delhi,1949999
Maruti,K10,VXI ,2018,28287,Petrol,2,New Delhi,375799
Maruti,IGNIS,DELTA 1.2 K12 ,2018,34241,Petrol,1,New Delhi,502399
Skoda,Octavia,2.0 TDI STYLE PLUS AT ,2016,95993,Diesel,1,New Delhi,1135999
Maruti,Brezza,VDI ,2018,44339,Diesel,1,New Delhi,725799
Maruti,Baleno,ALPHA DDIS 190 ,2017,51429,Diesel,2,New Delhi,593999
Hyundai,Creta,1.4 E PLUS CRDI ,2017,42720,Diesel,1,New Delhi,876999
Maruti,PRESSO,VXI PLUS ,2019,30537,Petrol,2,New Delhi,390399
Maruti,Baleno,ZETA 1.2 K12 AMT ,2017,72196,Petrol,1,New Delhi,626899
Maruti,Dzire,VDI ABS ,2016,79736,Diesel,2,New Delhi,501899
Maruti,Ciaz,ZDI ,2015,62245,Diesel,2,New Delhi,531399
Maruti,Brezza,VDI AMT ,2018,79514,Diesel,1,New Delhi,718299
Hyundai,Creta,1.4 E PLUS CRDI ,2017,78220,Diesel,1,New Delhi,765299
Hyundai,i20,SPORTZ 1.4 ,2015,45778,Diesel,1,New Delhi,451999
Ford,Ecosport,1.5 TREND TDCI ,2014,38666,Diesel,1,New Delhi,426399
Maruti,Baleno,ZETA 1.2 K12 AMT ,2017,90618,Petrol,1,New Delhi,577299
Honda,City,E MT DIESEL ,2014,137622,Diesel,2,New Delhi,396099
Audi,Q3,2.0 TDI MT S EDITION ,2014,68368,Diesel,1,New Delhi,1089449
BMW,X1,SDRIVE 20D ,2016,31318,Diesel,2,New Delhi,1619599
Maruti,Ertiga,VDI ABS ,2013,161137,Diesel,1,New Delhi,465899
Maruti,Brezza,VDI ,2016,42161,Diesel,1,New Delhi,641399
Maruti,Cross,ALPHA SHVS ,2018,56102,Diesel,1,New Delhi,875299
Ford,Ecosport,1.5TITANIUM TDCI ,2018,65143,Diesel,1,New Delhi,817799
Maruti,Brezza,VDI ,2016,27835,Diesel,1,New Delhi,697799
Maruti,Ciaz,VDI+ SHVS ,2015,121686,Diesel,2,New Delhi,458799
Maruti,Baleno,ZETA 1.2 K12 AMT ,2017,79004,Petrol,1,New Delhi,615699
Maruti,Brezza,VDI OPT ,2017,51167,Diesel,2,New Delhi,637899
Maruti,PRESSO,VXI ,2020,45659,Petrol,1,New Delhi,425999
Ford,Ecosport,1.5 TDCI TITANIUM PLUS ,2018,59508,Diesel,1,New Delhi,822599
Maruti,Brezza,VDI ,2017,47851,Diesel,1,New Delhi,682199
Maruti,Alto,VXI ,2020,42796,Petrol,1,New Delhi,403399
Maruti,Ciaz,VDI (O) SHVS HYBIRD ,2015,122884,Diesel,1,New Delhi,449699
Maruti,Swift,VDI ,2013,122629,Diesel,1,New Delhi,293399
Maruti,Alto,LXI CNG ,2021,26773,CNG,1,New Delhi,498899
Maruti,Dzire,VDI BS IV ,2015,76009,Diesel,1,New Delhi,491799
Maruti,Swift,VDI ABS ,2017,47283,Diesel,1,New Delhi,534899
Audi,Q3,30 TDI MT S EDITION ,2015,71795,Diesel,1,New Delhi,1275399
Honda,WR-V,1.5 i-DTEC VX MT ,2017,77611,Diesel,1,New Delhi,726999
Maruti,IGNIS,DELTA 1.2 K12 ,2019,34076,Petrol,1,New Delhi,530199
Toyota,Altis,D 4D G ,2014,127926,Diesel,1,New Delhi,643399
Hyundai,i20,SPORTZ 1.4 CRDI ,2014,72852,Diesel,1,New Delhi,334499
Maruti,Ertiga,VDI ABS ,2013,49425,Diesel,1,New Delhi,528899
Maruti,PRESSO,VXI ,2020,20681,Petrol,1,New Delhi,442099
Audi,Q3,2.0 TDI QUATTRO ,2013,89740,Diesel,1,New Delhi,1082799
Maruti,Brezza,ZDI ,2016,44427,Diesel,1,New Delhi,631599
Maruti,Ritz,VDI ,2014,80192,Diesel,1,New Delhi,352799
Maruti,IGNIS,ALPHA 1.3 DDIS ,2017,79796,Diesel,2,New Delhi,519349
Renault,Duster,RXS 85 PS ,2018,90520,Diesel,1,New Delhi,692999
Hyundai,i10,ASTA 1.1 CRDI ,2015,90449,Diesel,1,New Delhi,371599
Maruti,Baleno,ZETA 1.2 K12 AMT ,2017,63892,Petrol,2,New Delhi,591899
Ford,Ecosport,1.5TITANIUM TDCI ,2019,51765,Diesel,2,New Delhi,784549
Maruti,Ciaz,VDI+ SHVS ,2016,88616,Diesel,1,New Delhi,534599
Hyundai,Creta,1.4 S PLUS ,2015,51763,Diesel,1,New Delhi,725499
Maruti,K10,VXI ,2017,45891,Petrol,2,New Delhi,372099
Ford,Ecosport,1.5 TDCI TITANIUM PLUS ,2018,55483,Diesel,1,New Delhi,770099
Maruti,Ciaz,VDI+ SHVS ,2017,83350,Diesel,1,New Delhi,639999
Hyundai,New,2WD AT GL DIESEL ,2017,88655,Diesel,1,New Delhi,1381299
Maruti,Swift,ZDI ,2017,51088,Diesel,2,New Delhi,548499
Mahindra,Scorpio,S10 ,2016,74939,Diesel,1,New Delhi,1125199
Maruti,K10,VXI ,2017,56783,Petrol,1,New Delhi,376399
Maruti,Brezza,VDI OPT ,2017,67116,Diesel,2,New Delhi,618799
Maruti,Cross,ALPHA 1.3 ,2015,46980,Diesel,1,New Delhi,601899
Mercedes,Class,E 220 CDI ELEGANCE ,2013,53524,Diesel,1,New Delhi,1200899
Audi,Q5,30 TDI PREMIUM PLUS ,2014,33109,Diesel,1,New Delhi,1793399
Maruti,Alto,VXI ,2021,31642,Petrol,1,New Delhi,378849
Maruti,Brezza,VDI OPT ,2017,74082,Diesel,1,New Delhi,646099
Ford,Ecosport,1.5TITANIUM TDCI ,2018,55513,Diesel,1,New Delhi,753399
Maruti,Baleno,DELTA DDIS 190 ,2016,69270,Diesel,1,New Delhi,555999
Renault,Duster,RXZ AMT 110 PS ,2017,89143,Diesel,2,New Delhi,724399
Ford,Ecosport,1.5TITANIUM TDCI ,2018,74204,Diesel,1,New Delhi,777299
BMW,Series,520D LUXURY LINE ,2013,83330,Diesel,2,New Delhi,1371599
Maruti,Brezza,ZDI ,2017,81842,Diesel,1,New Delhi,705399
Ford,Ecosport,1.5TITANIUM TDCI ,2019,42949,Diesel,1,New Delhi,817199
Honda,City,SV MT DIESEL ,2014,86449,Diesel,1,New Delhi,454099
Maruti,Brezza,ZDI PLUS DUAL TONE ,2017,69262,Diesel,2,New Delhi,649099
Hyundai,i20,SPORTZ (O) 1.4 ,2014,73924,Diesel,1,New Delhi,421099
Maruti,Brezza,ZDI PLUS ,2017,75754,Diesel,2,New Delhi,672899
Hyundai,i20,ASTA 1.4 CRDI ,2014,89083,Diesel,2,New Delhi,399799
Maruti,Brezza,VDI ,2016,79417,Diesel,2,New Delhi,572799
Ford,Ecosport,1.5 TREND+ TDCI ,2017,113206,Diesel,1,New Delhi,542999
Maruti,Dzire,ZDI ,2014,76932,Diesel,1,New Delhi,389499
Maruti,K10,VXI ,2018,68078,Petrol,1,New Delhi,353599
Ford,Ecosport,1.5 TITANIUMTDCI OPT ,2013,81227,Diesel,2,New Delhi,415499
Hyundai,i10,SPORTZ 1.1 CRDI ,2015,73894,Diesel,1,New Delhi,382199
Mahindra,Scorpio,S10 ,2016,87784,Diesel,2,New Delhi,963499
Ford,Ecosport,1.5TITANIUM TDCI ,2017,71633,Diesel,1,New Delhi,649099
Maruti,Brezza,VDI OPT ,2017,88480,Diesel,1,New Delhi,630599
Ford,Ecosport,1.5 TREND+ TDCI ,2016,35215,Diesel,1,New Delhi,575699
Maruti,Baleno,ZETA DDIS 190 ,2015,70755,Diesel,1,New Delhi,476199
Ford,Ecosport,1.5 TITANIUMTDCI OPT ,2013,76208,Diesel,1,New Delhi,425899
Maruti,Brezza,VDI OPT ,2016,62861,Diesel,1,New Delhi,635399
Ford,Ecosport,1.5 TITANIUMTDCI OPT ,2014,50178,Diesel,1,New Delhi,438599
Renault,Duster,85 PS RXL ,2016,70946,Diesel,1,New Delhi,650099
Maruti,Swift,VDI ABS ,2015,92673,Diesel,1,New Delhi,376599
Toyota,Etios,CROSS VD ,2014,83974,Diesel,2,New Delhi,476099
Maruti,Cross,ALPHA 1.3 ,2015,75945,Diesel,1,New Delhi,604599
Maruti,Swift,VDI ,2014,102991,Diesel,1,New Delhi,339799
Maruti,Brezza,ZDI PLUS ,2017,90969,Diesel,1,New Delhi,716599
Ford,Ecosport,1.5TITANIUM TDCI ,2014,51221,Diesel,2,New Delhi,448399
Ford,Ecosport,1.5 TDCI TITANIUM PLUS ,2017,26892,Diesel,1,New Delhi,763499
Maruti,Brezza,ZDI PLUS ,2016,72183,Diesel,1,New Delhi,639899
Maruti,Swift,VDI ABS ,2015,69898,Diesel,1,New Delhi,399499
Maruti,Swift,VDI ABS ,2015,83583,Diesel,1,New Delhi,398899
Maruti,Brezza,ZDI ,2017,82051,Diesel,1,New Delhi,620799
Maruti,Brezza,ZDI ,2016,54904,Diesel,1,New Delhi,649099
Maruti,Brezza,ZDI PLUS ,2016,57707,Diesel,1,New Delhi,674199
Maruti,Brezza,ZDI ,2017,61982,Diesel,1,New Delhi,680799
Maruti,Cross,ALPHA SHVS ,2018,38780,Diesel,2,New Delhi,822299
Maruti,Swift,VDI ABS ,2015,86816,Diesel,1,New Delhi,401499
Maruti,Cross,ZETA 1.3 ,2017,37521,Diesel,1,New Delhi,738199
Maruti,Swift,VDI ABS ,2015,56999,Diesel,1,New Delhi,411099
Maruti,Swift,VDI ABS ,2015,76491,Diesel,1,New Delhi,394599
Maruti,Brezza,VDI OPT ,2016,98820,Diesel,1,New Delhi,568999
Ford,Ecosport,1.5 TITANIUMTDCI OPT ,2017,72887,Diesel,1,New Delhi,694399
Maruti,Cross,ALPHA SHVS ,2017,96787,Diesel,2,New Delhi,709199
Maruti,Brezza,ZDI ,2016,102367,Diesel,1,New Delhi,580399
Ford,Ecosport,1.5 AMBIENTE TDCI ,2013,114858,Diesel,1,New Delhi,352699
Maruti,Cross,ALPHA SHVS ,2017,91763,Diesel,2,New Delhi,695599
Maruti,Brezza,ZDI PLUS DUAL TONE ,2016,90492,Diesel,1,New Delhi,685599
Maruti,Swift,ZDI ,2014,73654,Diesel,1,New Delhi,385499
Toyota,Innova,2.5 VX 8 STR BS IV ,2014,70100,Diesel,1,New Delhi,989999
Mahindra,NXT,K2 6 STR ,2018,19955,Petrol,1,New Delhi,408099
Datsun,Go,A ,2018,22898,Petrol,2,New Delhi,242999
Maruti,Swift,LXI ,2020,9371,Petrol,1,New Delhi,586699
KIA,SELTOS,GTX + AT PETROL ,2020,8241,Petrol,1,New Delhi,1895199
MG,PLUS,SHARP HYBRID PETROL ,2021,3587,Petrol,1,New Delhi,1819949
Maruti,Wagon R 1.0,VXI ,2013,87376,Petrol,1,New Delhi,269699
Renault,Kwid,1.0 RXT Opt ,2016,47720,Petrol,1,New Delhi,265899
Maruti,800,LXI ,2014,48604,Petrol,2,New Delhi,237899
Hyundai,Eon,ERA PLUS ,2014,29651,Petrol,1,New Delhi,257999
Maruti,Baleno,SIGMA 1.2 K12 ,2020,13525,Petrol,1,New Delhi,600999
Hyundai,Xing,GL PLUS ,2014,35495,Petrol,1,New Delhi,276399
Maruti,K10,VXI ,2011,38042,Petrol,1,New Delhi,237899
Maruti,800,LXI ,2015,48952,Petrol,1,New Delhi,256299
Maruti,Swift,ZXI ,2012,13159,Petrol,1,New Delhi,412099
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2014,75077,Petrol,2,New Delhi,355099
Renault,Kwid,RXL ,2019,867,Petrol,2,New Delhi,378299
Hyundai,i20,Magna Executive 1.2 ,2018,30023,Petrol,1,New Delhi,536399
Maruti,Dzire,VXI ,2013,37291,Petrol,2,New Delhi,367899
Maruti,Celerio,LXI ,2015,24668,Petrol,1,New Delhi,353899
Maruti,Dzire,VXI 1.2 BS IV ,2013,49879,Petrol,1,New Delhi,387099
Maruti,Wagon-R,1.0 LXI (O) ,2022,6943,Petrol,1,New Delhi,587199
Tata,PUNCH,ADVENTURE AMT,2022,8964,Petrol,1,New Delhi,781399
Maruti,Swift,VXI ,2014,51321,Petrol,1,New Delhi,441899
Honda,City,VX MT PETROL ,2014,43748,Petrol,1,New Delhi,654299
Maruti,i10,MAGNA 1.2 VTVT ,2020,6470,Petrol,1,Noida,608399
Maruti,Micra,XV CVT ,2016,8096,Petrol,1,Noida,476399
Hyundai,Wagon R 1.0,LXI ,2015,35326,Petrol,1,Noida,311699
KIA,i10,SPORTZ 1.2 KAPPA VTVT ,2019,21043,Petrol,1,Noida,540599
Maruti,i10,MAGNA 1.2 KAPPA2 ,2011,72229,Petrol,1,Noida,282899
Maruti,i10,SPORTZ 1.2 KAPPA VTVT ,2016,15927,Petrol,1,Noida,465199
Maruti,i10,ERA 1.1 IRDE ,2009,44327,Petrol,1,Noida,199699
Hyundai,Ciaz,1.5 SIGMA SHVS ,2021,18855,Petrol,1,Noida,885699
KIA,i10,ERA 1.1 IRDE ,2009,21723,Petrol,1,Noida,210249
Maruti,IGNIS,SIGMA 1.2 K12 ,2020,15199,Petrol,1,Noida,506599
Hyundai,Micra,XE DIESEL ,2014,63753,Diesel,1,Noida,275299
Maruti,i10,MAGNA 1.2 KAPPA VTVT ,2019,19804,Petrol,1,Noida,509199
Maruti,800,VXI ,2014,28210,Petrol,1,Noida,270299
Renault,IGNIS,SIGMA 1.2 K12 ,2020,9622,Petrol,2,Noida,509099
Maruti,Star,VXI ,2011,23629,Petrol,2,Noida,231699
Hyundai,City,SV MT PETROL ,2014,20567,Petrol,2,Noida,599249
Tata,City,SV MT PETROL ,2017,58689,Petrol,1,Noida,732399
Maruti,3OO,1.2 W6 MT,2021,7334,Petrol,1,Noida,995499
Hyundai,Amaze,1.2 EMT (O) I-VTEC ,2018,19906,Petrol,1,Noida,553899
Maruti,City,V MT PETROL ,2018,68366,Petrol,1,Noida,815699
Mahindra,i10,ERA 1.1 IRDE ,2014,29383,Petrol,2,Noida,266199
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2013,10558,Petrol,1,Noida,392199
Maruti,Compass,1.4 SPORT PETROL ,2019,42490,Petrol,2,Noida,1376149
Maruti,Baleno,SIGMA 1.2 K12 ,2020,8966,Petrol,1,Noida,603599
Tata,Compass,1.4 LONGITUDE (O) AT ,2019,23327,Petrol,1,Noida,2012799
Maruti,City,VX MT PETROL ,2014,61168,Petrol,2,Noida,658499
Maruti,Ecosport,1.5AMBIENTE TI VCT ,2019,30002,Petrol,1,Noida,688399
Maruti,Swift,LXI ,2019,27659,Petrol,1,Noida,533399
Maruti,Compass,2.0 LIMITED ,2019,46860,Diesel,1,Noida,1941699
Tata,Compass,2.0 LONGITUDE ,2018,72575,Diesel,1,Noida,1204299
Honda,WR-V,1.2 i-VTEC VX MT ,2017,17511,Petrol,1,Noida,779899
Hyundai,Class,C 200 AVANTGARDE ,2014,37531,Petrol,1,Noida,2033499
Volkswagen,Dzire,LXI ,2018,25653,Petrol,1,Noida,542299
Renault,Swift,LXI ,2020,10568,Petrol,1,Noida,592499
Hyundai,ASTOR,SHARP (O) 1.5 CVT IVORY ,2022,2091,Petrol,1,Noida,1767999
Maruti,City,VX CVT PETROL ,2015,52359,Petrol,2,Noida,720099
Maruti,XF,2.2 DIESEL ,2013,28909,Diesel,2,Noida,1549999
Maruti,Kiger,RXZ 1.0 MT DUAL TONE,2021,14474,Petrol,2,Noida,823199
Renault,ALTROZ,XM+ 1.2 RTN,2021,7416,Petrol,1,Noida,720176
Mahindra,Kwid,1.0 RXT Opt ,2021,368,Petrol,1,Noida,505099
Maruti,HECTOR,SHARP DCT PETROL ,2019,9378,Petrol,1,Noida,1794899
Toyota,SANTRO,1.1 ERA EXICUTIVE ,2020,3812,Petrol,2,Noida,471599
Maruti,i10,SPORTZ 1.2 KAPPA VTVT ,2016,19575,Petrol,1,Noida,501099
Hyundai,Brio,1.2 E MT I VTEC ,2015,92929,Petrol,2,Noida,275399
Maruti,ALTROZ,XE 1.2 ,2021,7472,Petrol,1,Noida,641999
Maruti,Swift,VXI ,2010,20730,Petrol,1,Noida,280999
Tata,Baleno,SIGMA 1.2 K12 ,2019,25009,Petrol,2,Noida,545299
KIA,Compass,2.0 LIMITED ,2018,55714,Diesel,1,Noida,1252199
MG,ALTROZ,XZ 1.2 ,2022,1086,Petrol,1,Noida,861699
Maruti,i10,MAGNA 1.1 IRDE2 ,2014,41439,Petrol,2,Noida,349399
Maruti,City,S MT PETROL ,2011,52035,Petrol,1,Noida,372999
Maruti,MAGNITE,XL Turbo MT,2022,5306,Petrol,1,Noida,843099
Honda,i20,SPORTZ 1.2 ,2015,25414,Petrol,1,Noida,530099
Maruti,Swift,LXI ,2020,17435,Petrol,1,Noida,592499
Maruti,City,V MT PETROL ,2014,83263,Petrol,1,Noida,549799
KIA,HECTOR,SHARP DCT PETROL ,2019,12283,Petrol,1,Noida,1665399
Maruti,Wagon R 1.0,LXI CNG ,2014,64132,CNG,1,Noida,325799
Hyundai,3OO,1.5 W6 MT ,2019,23806,Diesel,1,Noida,917399
Hyundai,Amaze,1.5 VXMT I DTEC ,2018,52220,Diesel,1,Noida,692849
Hyundai,i10,SPORTZ 1.2 AT ,2009,38983,Petrol,1,Noida,202099
Mahindra,PLUS,SHARP DCT,2020,3483,Petrol,1,Noida,1890299
KIA,Go,T (O) ,2021,13021,Petrol,1,Noida,463499
